acc,rid,status,length,pctN,identity,coverage
IRIS_313-11708,Xa3_Xa26,OK,8520.0,32.56,,
IRIS_313-11708,xa5,OK,11917.0,0.3,,
IRIS_313-11708,xa13_SWEET11,OK,8537.0,0.16,,
IRIS_313-11708,xa25_SWEET13,OK,8901.0,0.56,,
IRIS_313-11708,Xa27,OK,5780.0,52.8,,
IRIS_313-11716,Xa1,NO_HIT,,,,
IRIS_313-11716,Xa21,OK,6554.0,32.51,,
IRIS_313-11716,Xa3_Xa26,OK,8510.0,26.42,,
IRIS_313-11716,xa5,OK,11917.0,0.27,,
IRIS_313-11716,xa13_SWEET11,OK,8552.0,0.2,,
IRIS_313-11716,xa25_SWEET13,OK,8901.0,0.28,,
IRIS_313-11716,Xa27,NO_HIT,,,,
IRIS_313-11719,Xa1,OK,27264.0,37.25,,
IRIS_313-11719,Xa21,OK,7772.0,15.81,,
IRIS_313-11719,Xa3_Xa26,OK,8367.0,50.26,,
IRIS_313-11719,xa5,OK,11923.0,0.3,,
IRIS_313-11719,xa13_SWEET11,OK,8537.0,0.11,,
IRIS_313-11719,xa25_SWEET13,OK,8847.0,4.96,,
IRIS_313-11719,Xa27,OK,5778.0,50.78,,
IRIS_313-11720,Xa1,NO_HIT,,,,
IRIS_313-11720,Xa21,OK,7772.0,16.71,,
IRIS_313-11720,Xa3_Xa26,OK,163122.0,83.34,,
IRIS_313-11720,xa5,OK,11917.0,0.3,,
IRIS_313-11720,xa13_SWEET11,OK,8530.0,0.0,,
IRIS_313-11720,xa25_SWEET13,OK,8842.0,5.16,,
IRIS_313-11720,Xa27,OK,5782.0,50.86,,
IRIS_313-11721,Xa1,NO_HIT,,,,
IRIS_313-11721,Xa21,OK,7772.0,16.03,,
IRIS_313-11721,Xa3_Xa26,OK,8521.0,39.82,,
IRIS_313-11721,xa5,OK,11926.0,0.26,,
IRIS_313-11721,xa13_SWEET11,OK,8537.0,0.04,,
IRIS_313-11721,xa25_SWEET13,OK,8850.0,5.34,,
IRIS_313-11721,Xa27,OK,5778.0,50.81,,
IRIS_313-11724,Xa1,OK,27288.0,45.87,,
IRIS_313-11724,Xa21,OK,7769.0,2.55,,
IRIS_313-11724,Xa3_Xa26,OK,157011.0,56.15,,
IRIS_313-11724,xa5,OK,11924.0,0.3,,
IRIS_313-11724,xa13_SWEET11,OK,8548.0,0.35,,
IRIS_313-11724,xa25_SWEET13,OK,8887.0,0.57,,
IRIS_313-11724,Xa27,NO_HIT,,,,
IRIS_313-11728,Xa1,OK,9119.0,2.79,,
IRIS_313-11728,Xa21,OK,7771.0,16.27,,
IRIS_313-11728,Xa3_Xa26,OK,8514.0,28.02,,
IRIS_313-11728,xa5,OK,11916.0,0.35,,
IRIS_313-11728,xa13_SWEET11,OK,8530.0,0.07,,
IRIS_313-11728,xa25_SWEET13,OK,8887.0,0.68,,
IRIS_313-11728,Xa27,OK,5779.0,51.1,,
IRIS_313-11764,Xa1,OK,27240.0,46.96,,
IRIS_313-11764,Xa21,OK,7772.0,16.75,,
IRIS_313-11764,Xa3_Xa26,OK,163136.0,84.53,,
IRIS_313-11764,xa5,OK,11917.0,0.33,,
IRIS_313-11764,xa13_SWEET11,OK,8547.0,1.05,,
IRIS_313-11764,xa25_SWEET13,OK,8901.0,0.69,,
IRIS_313-11764,Xa27,OK,5778.0,50.54,,
IRIS_313-11786,Xa1,OK,9113.0,3.94,,
IRIS_313-11786,Xa21,OK,7772.0,16.5,,
IRIS_313-11786,Xa3_Xa26,OK,163160.0,83.73,,
IRIS_313-11786,xa5,OK,11917.0,0.34,,
IRIS_313-11786,xa13_SWEET11,OK,8533.0,0.01,,
IRIS_313-11786,xa25_SWEET13,OK,8901.0,0.29,,
IRIS_313-11786,Xa27,OK,5777.0,51.93,,
IRIS_313-11812,Xa1,NO_HIT,,,,
IRIS_313-11812,Xa21,OK,7772.0,15.05,,
IRIS_313-11812,Xa3_Xa26,OK,8390.0,47.84,,
IRIS_313-11812,xa5,OK,11923.0,0.34,,
IRIS_313-11812,xa13_SWEET11,OK,8537.0,0.01,,
IRIS_313-11812,xa25_SWEET13,OK,8901.0,0.15,,
IRIS_313-11812,Xa27,OK,5779.0,51.05,,
IRIS_313-11814,Xa1,NO_HIT,,,,
IRIS_313-11814,Xa21,OK,7769.0,2.46,,
IRIS_313-11814,Xa3_Xa26,OK,163116.0,83.94,,
IRIS_313-11814,xa5,OK,11923.0,0.35,,
IRIS_313-11814,xa13_SWEET11,OK,8537.0,0.11,,
IRIS_313-11814,xa25_SWEET13,OK,8850.0,5.71,,
IRIS_313-11814,Xa27,OK,5777.0,50.67,,
IRIS_313-11815,Xa1,NO_HIT,,,,
IRIS_313-11815,Xa21,OK,7770.0,15.75,,
IRIS_313-11815,Xa3_Xa26,OK,8372.0,44.84,,
IRIS_313-11815,xa5,OK,11917.0,0.35,,
IRIS_313-11815,xa13_SWEET11,OK,8537.0,0.11,,
IRIS_313-11815,xa25_SWEET13,OK,8901.0,0.33,,
IRIS_313-11815,Xa27,OK,5777.0,51.05,,
IRIS_313-11820,Xa1,NO_HIT,,,,
IRIS_313-11820,Xa21,OK,7769.0,2.93,,
IRIS_313-11820,Xa3_Xa26,OK,8515.0,32.57,,
IRIS_313-11820,xa5,OK,11917.0,0.32,,
IRIS_313-11820,xa13_SWEET11,OK,8541.0,0.09,,
IRIS_313-11820,xa25_SWEET13,OK,8838.0,5.34,,
IRIS_313-11820,Xa27,OK,5786.0,52.87,,
IRIS_313-12121,Xa1,NO_HIT,,,,
IRIS_313-12121,Xa21,OK,7772.0,16.39,,
IRIS_313-12121,Xa3_Xa26,OK,8523.0,31.76,,
IRIS_313-12121,xa5,OK,11924.0,0.36,,
IRIS_313-12121,xa13_SWEET11,OK,8533.0,0.9,,
IRIS_313-12121,xa25_SWEET13,OK,8901.0,0.63,,
IRIS_313-12121,Xa27,OK,5780.0,53.43,,
IRIS_313-12127,Xa1,NO_HIT,,,,
IRIS_313-12127,Xa21,OK,7769.0,2.96,,
IRIS_313-12127,Xa3_Xa26,OK,163031.0,24.68,,
IRIS_313-12127,xa5,OK,11923.0,0.31,,
IRIS_313-12127,xa13_SWEET11,OK,8534.0,0.3,,
IRIS_313-12127,xa25_SWEET13,OK,8847.0,6.22,,
IRIS_313-12127,Xa27,OK,5779.0,52.54,,
IRIS_313-12128,Xa1,OK,27235.0,44.88,,
IRIS_313-12128,Xa21,OK,7788.0,3.24,,
IRIS_313-12128,Xa3_Xa26,OK,162397.0,86.74,,
IRIS_313-12128,xa5,OK,11917.0,0.27,,
IRIS_313-12128,xa13_SWEET11,OK,8544.0,1.35,,
IRIS_313-12128,xa25_SWEET13,OK,8852.0,6.63,,
IRIS_313-12128,Xa27,OK,5785.0,54.12,,
B011,Xa1,OK,27256.0,43.0,,
B011,Xa21,OK,7770.0,16.86,,
B011,Xa3_Xa26,NO_HIT,,,,
B011,xa5,OK,11928.0,0.38,,
B011,xa13_SWEET11,OK,8537.0,0.22,,
B011,xa25_SWEET13,OK,8849.0,2.73,,
B011,Xa27,OK,5782.0,51.04,,
B039,Xa1,OK,9116.0,4.07,,
B039,Xa21,OK,7770.0,4.72,,
B039,Xa3_Xa26,OK,8369.0,47.11,,
B039,xa5,OK,11917.0,1.12,,
B039,xa13_SWEET11,OK,8542.0,0.62,,
B039,xa25_SWEET13,OK,8900.0,2.78,,
B039,Xa27,NO_HIT,,,,
B040,Xa1,OK,9111.0,3.83,,
B040,Xa21,OK,7772.0,16.06,,
B040,Xa3_Xa26,NO_HIT,,,,
B040,xa5,OK,11923.0,0.71,,
B040,xa13_SWEET11,OK,8542.0,0.81,,
B040,xa25_SWEET13,OK,8842.0,6.36,,
B040,Xa27,NO_HIT,,,,
B097,Xa1,NO_HIT,,,,
B097,Xa21,OK,7772.0,15.84,,
B097,Xa3_Xa26,OK,8519.0,43.49,,
B097,xa5,OK,11917.0,0.31,,
B097,xa13_SWEET11,OK,8542.0,0.05,,
B097,xa25_SWEET13,OK,8848.0,8.09,,
B097,Xa27,OK,5779.0,51.5,,
B125,Xa1,OK,9077.0,1.71,,
B125,Xa21,OK,7769.0,3.89,,
B125,Xa3_Xa26,NO_HIT,,,,
B125,xa5,OK,11926.0,0.2,,
B125,xa13_SWEET11,OK,8540.0,2.18,,
B125,xa25_SWEET13,OK,8842.0,7.32,,
B125,Xa27,OK,5780.0,50.02,,
B229,Xa1,OK,27255.0,34.72,,
B229,Xa21,OK,6554.0,32.56,,
B229,Xa3_Xa26,OK,8518.0,28.61,,
B229,xa5,OK,11917.0,0.65,,
B229,xa13_SWEET11,OK,8537.0,1.46,,
B229,xa25_SWEET13,OK,8830.0,7.54,,
B229,Xa27,OK,5777.0,50.39,,
B253,Xa1,OK,9112.0,3.74,,
B253,Xa21,OK,7771.0,6.29,,
B253,Xa3_Xa26,OK,8511.0,33.63,,
B253,xa5,OK,11917.0,0.34,,
B253,xa13_SWEET11,OK,8538.0,0.15,,
B253,xa25_SWEET13,OK,8843.0,5.97,,
B253,Xa27,NO_HIT,,,,
B254,Xa1,OK,9116.0,3.7,,
B254,Xa21,OK,7769.0,6.68,,
B254,Xa3_Xa26,OK,8505.0,33.97,,
B254,xa5,OK,11917.0,0.93,,
B254,xa13_SWEET11,OK,8538.0,1.38,,
B254,xa25_SWEET13,OK,8848.0,10.66,,
B254,Xa27,NO_HIT,,,,
CX4,Xa1,OK,9117.0,3.17,,
CX4,Xa21,OK,7769.0,3.76,,
CX4,Xa3_Xa26,NO_HIT,,,,
CX4,xa5,OK,11919.0,1.08,,
CX4,xa13_SWEET11,OK,8554.0,0.98,,
CX4,xa25_SWEET13,OK,8888.0,5.99,,
CX4,Xa27,NO_HIT,,,,
CX117,Xa1,OK,9114.0,3.61,,
CX117,Xa21,OK,7772.0,17.4,,
CX117,Xa3_Xa26,NO_HIT,,,,
CX117,xa5,OK,11917.0,0.34,,
CX117,xa13_SWEET11,OK,8545.0,0.13,,
CX117,xa25_SWEET13,OK,8848.0,7.17,,
CX117,Xa27,NO_HIT,,,,
CX118,Xa1,OK,9091.0,2.39,,
CX118,Xa21,OK,7771.0,7.33,,
CX118,Xa3_Xa26,NO_HIT,,,,
CX118,xa5,OK,11916.0,0.25,,
CX118,xa13_SWEET11,OK,8538.0,0.66,,
CX118,xa25_SWEET13,OK,8847.0,7.4,,
CX118,Xa27,OK,5777.0,51.65,,
CX120,Xa1,NO_HIT,,,,
CX120,Xa21,OK,7769.0,3.49,,
CX120,Xa3_Xa26,NO_HIT,,,,
CX120,xa5,OK,11922.0,0.12,,
CX120,xa13_SWEET11,OK,8534.0,1.36,,
CX120,xa25_SWEET13,OK,8901.0,1.78,,
CX120,Xa27,NO_HIT,,,,
CX221,Xa1,OK,9119.0,4.22,,
CX221,Xa21,OK,7769.0,3.15,,
CX221,Xa3_Xa26,OK,8503.0,34.98,,
CX221,xa5,OK,11917.0,0.36,,
CX221,xa13_SWEET11,OK,8538.0,0.54,,
CX221,xa25_SWEET13,OK,8848.0,6.94,,
CX221,Xa27,NO_HIT,,,,
CX235,Xa1,OK,9116.0,0.65,,
CX235,Xa21,OK,7772.0,17.97,,
CX235,Xa3_Xa26,NO_HIT,,,,
CX235,xa5,OK,11917.0,0.34,,
CX235,xa13_SWEET11,OK,8541.0,1.38,,
CX235,xa25_SWEET13,OK,8901.0,1.08,,
CX235,Xa27,OK,5777.0,52.71,,
CX240,Xa1,OK,27049.0,25.05,,
CX240,Xa21,OK,7769.0,5.12,,
CX240,Xa3_Xa26,NO_HIT,,,,
CX240,xa5,OK,11921.0,0.97,,
CX240,xa13_SWEET11,OK,8537.0,6.54,,
CX240,xa25_SWEET13,OK,8873.0,4.38,,
CX240,Xa27,OK,5777.0,52.35,,
CX263,Xa1,OK,9093.0,5.52,,
CX263,Xa21,OK,7769.0,7.81,,
CX263,Xa3_Xa26,OK,8356.0,47.06,,
CX263,xa5,OK,11921.0,0.45,,
CX263,xa13_SWEET11,OK,8547.0,0.84,,
CX263,xa25_SWEET13,OK,8846.0,9.44,,
CX263,Xa27,NO_HIT,,,,
CX273,Xa1,NO_HIT,,,,
CX273,Xa21,OK,7769.0,5.61,,
CX273,Xa3_Xa26,OK,162965.0,86.05,,
CX273,xa5,OK,11917.0,0.39,,
CX273,xa13_SWEET11,OK,8546.0,0.41,,
CX273,xa25_SWEET13,OK,8848.0,6.67,,
CX273,Xa27,OK,5777.0,51.71,,
CX288,Xa1,OK,9104.0,1.3,,
CX288,Xa21,OK,7769.0,2.77,,
CX288,Xa3_Xa26,OK,163074.0,84.36,,
CX288,xa5,OK,11917.0,0.57,,
CX288,xa13_SWEET11,OK,8554.0,0.49,,
CX288,xa25_SWEET13,OK,8847.0,5.96,,
CX288,Xa27,OK,5777.0,53.47,,
CX303,Xa1,OK,9103.0,2.0,,
CX303,Xa21,OK,7769.0,6.2,,
CX303,Xa3_Xa26,NO_HIT,,,,
CX303,xa5,OK,11917.0,0.42,,
CX303,xa13_SWEET11,OK,8531.0,1.32,,
CX303,xa25_SWEET13,OK,8854.0,6.86,,
CX303,Xa27,OK,5776.0,52.96,,
CX542,Xa1,OK,9117.0,2.68,,
CX542,Xa21,OK,7770.0,7.92,,
CX542,Xa3_Xa26,NO_HIT,,,,
CX542,xa5,OK,11924.0,1.01,,
CX542,xa13_SWEET11,OK,8538.0,0.95,,
CX542,xa25_SWEET13,OK,8869.0,5.28,,
CX542,Xa27,OK,5778.0,50.9,,
IRIS_313-8341,Xa1,OK,27268.0,42.36,,
IRIS_313-8341,Xa21,OK,7788.0,3.18,,
IRIS_313-8341,Xa3_Xa26,NO_HIT,,,,
IRIS_313-8341,xa5,OK,11917.0,0.45,,
IRIS_313-8341,xa13_SWEET11,OK,8534.0,0.23,,
IRIS_313-8341,xa25_SWEET13,OK,8850.0,5.93,,
IRIS_313-8341,Xa27,NO_HIT,,,,
IRIS_313-8386,Xa1,OK,27282.0,27.56,,
IRIS_313-8386,Xa21,OK,7772.0,16.88,,
IRIS_313-8386,Xa3_Xa26,OK,8465.0,30.05,,
IRIS_313-8386,xa5,OK,11914.0,0.4,,
IRIS_313-8386,xa13_SWEET11,OK,8534.0,0.11,,
IRIS_313-8386,xa25_SWEET13,OK,8855.0,5.16,,
IRIS_313-8386,Xa27,OK,5779.0,52.14,,
IRIS_313-8453,Xa1,NO_HIT,,,,
IRIS_313-8453,Xa21,OK,7769.0,5.87,,
IRIS_313-8453,Xa3_Xa26,OK,160071.0,70.13,,
IRIS_313-8453,xa5,OK,11917.0,0.26,,
IRIS_313-8453,xa13_SWEET11,OK,8543.0,0.02,,
IRIS_313-8453,xa25_SWEET13,OK,8901.0,0.55,,
IRIS_313-8453,Xa27,OK,5778.0,51.02,,
IRIS_313-8986,Xa1,OK,27275.0,39.23,,
IRIS_313-8986,Xa21,OK,7769.0,2.93,,
IRIS_313-8986,Xa3_Xa26,OK,8516.0,43.37,,
IRIS_313-8986,xa5,OK,11923.0,0.05,,
IRIS_313-8986,xa13_SWEET11,OK,8541.0,0.08,,
IRIS_313-8986,xa25_SWEET13,OK,8826.0,5.64,,
IRIS_313-8986,Xa27,OK,5774.0,51.97,,
IRIS_313-9023,Xa1,NO_HIT,,,,
IRIS_313-9023,Xa21,OK,7772.0,15.58,,
IRIS_313-9023,Xa3_Xa26,NO_HIT,,,,
IRIS_313-9023,xa5,OK,11917.0,0.35,,
IRIS_313-9023,xa13_SWEET11,OK,8546.0,0.05,,
IRIS_313-9023,xa25_SWEET13,OK,8887.0,1.23,,
IRIS_313-9023,Xa27,OK,5778.0,52.08,,
IRIS_313-9602,Xa1,OK,27258.0,38.95,,
IRIS_313-9602,Xa21,OK,7769.0,2.36,,
IRIS_313-9602,Xa3_Xa26,NO_HIT,,,,
IRIS_313-9602,xa5,OK,11926.0,0.32,,
IRIS_313-9602,xa13_SWEET11,OK,8534.0,0.18,,
IRIS_313-9602,xa25_SWEET13,OK,8847.0,6.14,,
IRIS_313-9602,Xa27,OK,5777.0,52.05,,
IRIS_313-10177,Xa1,OK,27247.0,54.43,,
IRIS_313-10177,Xa21,OK,7772.0,15.77,,
IRIS_313-10177,Xa3_Xa26,OK,160071.0,65.76,,
IRIS_313-10177,xa5,OK,11921.0,0.06,,
IRIS_313-10177,xa13_SWEET11,OK,8541.0,0.08,,
IRIS_313-10177,xa25_SWEET13,OK,8901.0,0.64,,
IRIS_313-10177,Xa27,OK,5779.0,48.92,,
IRIS_313-10235,Xa1,NO_HIT,,,,
IRIS_313-10235,Xa21,OK,7774.0,15.5,,
IRIS_313-10235,Xa3_Xa26,NO_HIT,,,,
IRIS_313-10235,xa5,OK,11921.0,0.3,,
IRIS_313-10235,xa13_SWEET11,OK,8546.0,0.06,,
IRIS_313-10235,xa25_SWEET13,OK,8850.0,5.38,,
IRIS_313-10235,Xa27,OK,5778.0,51.92,,
IRIS_313-10301,Xa1,OK,9117.0,0.7,,
IRIS_313-10301,Xa21,OK,7774.0,3.37,,
IRIS_313-10301,Xa3_Xa26,NO_HIT,,,,
IRIS_313-10301,xa5,OK,11917.0,0.33,,
IRIS_313-10301,xa13_SWEET11,OK,8538.0,0.13,,
IRIS_313-10301,xa25_SWEET13,OK,8850.0,5.15,,
IRIS_313-10301,Xa27,OK,5777.0,53.3,,
IRIS_313-10337,Xa1,NO_HIT,,,,
IRIS_313-10337,Xa21,OK,7769.0,2.64,,
IRIS_313-10337,Xa3_Xa26,OK,8469.0,36.25,,
IRIS_313-10337,xa5,OK,11920.0,0.3,,
IRIS_313-10337,xa13_SWEET11,OK,8541.0,0.29,,
IRIS_313-10337,xa25_SWEET13,OK,8850.0,6.11,,
IRIS_313-10337,Xa27,NO_HIT,,,,
IRIS_313-10609,Xa1,NO_HIT,,,,
IRIS_313-10609,Xa21,OK,7772.0,2.53,,
IRIS_313-10609,Xa3_Xa26,NO_HIT,,,,
IRIS_313-10609,xa5,OK,11917.0,0.26,,
IRIS_313-10609,xa13_SWEET11,OK,8548.0,0.06,,
IRIS_313-10609,xa25_SWEET13,OK,8901.0,0.43,,
IRIS_313-10609,Xa27,OK,5782.0,50.92,,
IRIS_313-10614,Xa1,OK,27279.0,29.8,,
IRIS_313-10614,Xa21,NO_HIT,,,,
IRIS_313-10614,Xa3_Xa26,NO_HIT,,,,
IRIS_313-10614,xa5,OK,11917.0,2.37,,
IRIS_313-10614,xa13_SWEET11,OK,8266.0,11.65,,
IRIS_313-10614,xa25_SWEET13,OK,8899.0,10.82,,
IRIS_313-10614,Xa27,OK,5775.0,53.9,,
IRIS_313-10725,Xa1,OK,27240.0,61.07,,
IRIS_313-10725,Xa21,OK,7774.0,2.84,,
IRIS_313-10725,Xa3_Xa26,OK,163129.0,83.98,,
IRIS_313-10725,xa5,OK,11920.0,0.41,,
IRIS_313-10725,xa13_SWEET11,OK,8541.0,0.05,,
IRIS_313-10725,xa25_SWEET13,OK,8901.0,0.42,,
IRIS_313-10725,Xa27,OK,5777.0,51.39,,
IRIS_313-10847,Xa1,OK,27285.0,37.92,,
IRIS_313-10847,Xa21,OK,7772.0,16.1,,
IRIS_313-10847,Xa3_Xa26,NO_HIT,,,,
IRIS_313-10847,xa5,OK,11923.0,0.35,,
IRIS_313-10847,xa13_SWEET11,OK,8537.0,0.14,,
IRIS_313-10847,xa25_SWEET13,OK,8901.0,1.4,,
IRIS_313-10847,Xa27,OK,5778.0,51.57,,
IRIS_313-10858,Xa1,NO_HIT,,,,
IRIS_313-10858,Xa21,OK,7770.0,16.62,,
IRIS_313-10858,Xa3_Xa26,OK,8519.0,25.77,,
IRIS_313-10858,xa5,OK,11919.0,0.03,,
IRIS_313-10858,xa13_SWEET11,OK,8537.0,0.09,,
IRIS_313-10858,xa25_SWEET13,OK,8901.0,0.45,,
IRIS_313-10858,Xa27,OK,5789.0,49.9,,
IRIS_313-10859,Xa1,OK,27286.0,39.12,,
IRIS_313-10859,Xa21,OK,7774.0,1.87,,
IRIS_313-10859,Xa3_Xa26,OK,8518.0,42.42,,
IRIS_313-10859,xa5,OK,11919.0,0.06,,
IRIS_313-10859,xa13_SWEET11,OK,8536.0,0.02,,
IRIS_313-10859,xa25_SWEET13,OK,8850.0,5.94,,
IRIS_313-10859,Xa27,OK,5781.0,52.0,,
IRIS_313-11239,Xa1,NO_HIT,,,,
IRIS_313-11239,Xa21,OK,7769.0,2.34,,
IRIS_313-11239,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11239,xa5,OK,11923.0,0.34,,
IRIS_313-11239,xa13_SWEET11,OK,8541.0,0.12,,
IRIS_313-11239,xa25_SWEET13,OK,8838.0,5.1,,
IRIS_313-11239,Xa27,OK,5777.0,51.96,,
IRIS_313-11240,Xa1,OK,27263.0,40.68,,
IRIS_313-11240,Xa21,OK,7772.0,2.84,,
IRIS_313-11240,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11240,xa5,OK,11921.0,8.93,,
IRIS_313-11240,xa13_SWEET11,OK,8538.0,3.27,,
IRIS_313-11240,xa25_SWEET13,OK,8848.0,5.93,,
IRIS_313-11240,Xa27,NO_HIT,,,,
IRIS_313-11245,Xa1,OK,9104.0,0.59,,
IRIS_313-11245,Xa21,OK,7769.0,2.52,,
IRIS_313-11245,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11245,xa5,OK,11922.0,0.13,,
IRIS_313-11245,xa13_SWEET11,OK,8540.0,0.11,,
IRIS_313-11245,xa25_SWEET13,OK,8842.0,5.34,,
IRIS_313-11245,Xa27,OK,5777.0,51.46,,
IRIS_313-11256,Xa1,OK,27247.0,35.44,,
IRIS_313-11256,Xa21,OK,7769.0,3.89,,
IRIS_313-11256,Xa3_Xa26,OK,8528.0,44.37,,
IRIS_313-11256,xa5,OK,11922.0,0.18,,
IRIS_313-11256,xa13_SWEET11,OK,8530.0,0.08,,
IRIS_313-11256,xa25_SWEET13,OK,8901.0,0.51,,
IRIS_313-11256,Xa27,OK,5777.0,51.1,,
IRIS_313-11260,Xa1,NO_HIT,,,,
IRIS_313-11260,Xa21,OK,7788.0,3.12,,
IRIS_313-11260,Xa3_Xa26,OK,8500.0,31.81,,
IRIS_313-11260,xa5,OK,11917.0,0.34,,
IRIS_313-11260,xa13_SWEET11,OK,8549.0,0.42,,
IRIS_313-11260,xa25_SWEET13,OK,8896.0,2.11,,
IRIS_313-11260,Xa27,NO_HIT,,,,
IRIS_313-11266,Xa1,OK,27254.0,35.65,,
IRIS_313-11266,Xa21,OK,7774.0,15.22,,
IRIS_313-11266,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11266,xa5,OK,11923.0,0.3,,
IRIS_313-11266,xa13_SWEET11,OK,8548.0,0.27,,
IRIS_313-11266,xa25_SWEET13,OK,8843.0,5.76,,
IRIS_313-11266,Xa27,OK,5782.0,52.01,,
IRIS_313-11269,Xa1,NO_HIT,,,,
IRIS_313-11269,Xa21,OK,7788.0,2.94,,
IRIS_313-11269,Xa3_Xa26,OK,8444.0,34.53,,
IRIS_313-11269,xa5,OK,11920.0,0.89,,
IRIS_313-11269,xa13_SWEET11,OK,8552.0,0.64,,
IRIS_313-11269,xa25_SWEET13,OK,8889.0,6.3,,
IRIS_313-11269,Xa27,NO_HIT,,,,
IRIS_313-11273,Xa1,NO_HIT,,,,
IRIS_313-11273,Xa21,OK,7788.0,2.41,,
IRIS_313-11273,Xa3_Xa26,OK,8470.0,33.75,,
IRIS_313-11273,xa5,OK,11922.0,0.04,,
IRIS_313-11273,xa13_SWEET11,OK,8530.0,0.08,,
IRIS_313-11273,xa25_SWEET13,OK,8901.0,0.64,,
IRIS_313-11273,Xa27,OK,5778.0,51.14,,
IRIS_313-11279,Xa1,OK,9117.0,6.07,,
IRIS_313-11279,Xa21,OK,7770.0,3.1,,
IRIS_313-11279,Xa3_Xa26,OK,8505.0,31.95,,
IRIS_313-11279,xa5,OK,11900.0,0.04,,
IRIS_313-11279,xa13_SWEET11,OK,8548.0,0.56,,
IRIS_313-11279,xa25_SWEET13,OK,8897.0,2.26,,
IRIS_313-11279,Xa27,NO_HIT,,,,
IRIS_313-11338,Xa1,OK,27048.0,19.13,,
IRIS_313-11338,Xa21,OK,7788.0,2.04,,
IRIS_313-11338,Xa3_Xa26,OK,8499.0,35.25,,
IRIS_313-11338,xa5,OK,11917.0,0.76,,
IRIS_313-11338,xa13_SWEET11,OK,8537.0,0.4,,
IRIS_313-11338,xa25_SWEET13,OK,8906.0,7.65,,
IRIS_313-11338,Xa27,OK,5783.0,50.03,,
IRIS_313-11345,Xa1,NO_HIT,,,,
IRIS_313-11345,Xa21,OK,7788.0,2.07,,
IRIS_313-11345,Xa3_Xa26,OK,8506.0,34.62,,
IRIS_313-11345,xa5,OK,11917.0,0.35,,
IRIS_313-11345,xa13_SWEET11,OK,8537.0,0.2,,
IRIS_313-11345,xa25_SWEET13,OK,8842.0,6.71,,
IRIS_313-11345,Xa27,OK,5777.0,52.88,,
IRIS_313-11493,Xa1,NO_HIT,,,,
IRIS_313-11493,Xa21,OK,7770.0,16.99,,
IRIS_313-11493,Xa3_Xa26,OK,8380.0,47.05,,
IRIS_313-11493,xa5,OK,11921.0,0.0,,
IRIS_313-11493,xa13_SWEET11,OK,8537.0,0.22,,
IRIS_313-11493,xa25_SWEET13,OK,8901.0,0.81,,
IRIS_313-11493,Xa27,OK,5782.0,52.13,,
IRIS_313-11516,Xa1,NO_HIT,,,,
IRIS_313-11516,Xa21,OK,7769.0,3.75,,
IRIS_313-11516,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11516,xa5,OK,11917.0,0.38,,
IRIS_313-11516,xa13_SWEET11,OK,8537.0,0.09,,
IRIS_313-11516,xa25_SWEET13,OK,8901.0,1.07,,
IRIS_313-11516,Xa27,OK,5777.0,51.05,,
IRIS_313-11656,Xa1,OK,27250.0,40.63,,
IRIS_313-11656,Xa21,OK,7769.0,2.66,,
IRIS_313-11656,Xa3_Xa26,OK,8527.0,31.84,,
IRIS_313-11656,xa5,OK,11921.0,0.34,,
IRIS_313-11656,xa13_SWEET11,OK,8541.0,0.08,,
IRIS_313-11656,xa25_SWEET13,OK,8847.0,4.93,,
IRIS_313-11656,Xa27,OK,5775.0,50.84,,
IRIS_313-11664,Xa1,OK,27297.0,41.5,,
IRIS_313-11664,Xa21,OK,7771.0,15.93,,
IRIS_313-11664,Xa3_Xa26,OK,8382.0,45.49,,
IRIS_313-11664,xa5,OK,11917.0,0.3,,
IRIS_313-11664,xa13_SWEET11,OK,8538.0,0.07,,
IRIS_313-11664,xa25_SWEET13,OK,8847.0,4.28,,
IRIS_313-11664,Xa27,NO_HIT,,,,
IRIS_313-11693,Xa1,OK,27268.0,34.7,,
IRIS_313-11693,Xa21,OK,7772.0,18.28,,
IRIS_313-11693,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11693,xa5,OK,11919.0,0.03,,
IRIS_313-11693,xa13_SWEET11,OK,8537.0,1.01,,
IRIS_313-11693,xa25_SWEET13,OK,8896.0,1.55,,
IRIS_313-11693,Xa27,OK,5778.0,52.02,,
IRIS_313-11722,Xa1,OK,27258.0,49.25,,
IRIS_313-11722,Xa21,OK,7770.0,15.82,,
IRIS_313-11722,Xa3_Xa26,OK,8486.0,33.44,,
IRIS_313-11722,xa5,OK,11922.0,0.08,,
IRIS_313-11722,xa13_SWEET11,OK,8538.0,0.11,,
IRIS_313-11722,xa25_SWEET13,OK,8844.0,5.29,,
IRIS_313-11722,Xa27,OK,5784.0,51.09,,
IRIS_313-11730,Xa1,OK,9116.0,0.98,,
IRIS_313-11730,Xa21,OK,7769.0,2.29,,
IRIS_313-11730,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11730,xa5,OK,11917.0,0.34,,
IRIS_313-11730,xa13_SWEET11,OK,8542.0,0.09,,
